Student_Name,Enrollment_No,Semester,Department,Age,Gender,G1_Internal,G2_Internal,Final_Exam_Score,Attendance_Percentage,Study_Hours_Per_Week,Backlogs,Parent_Education_Level,Part_Time_Work,Previous_CGPA,predicted_CGPA,Academic_Risk_Level
10,616,7,5,20,1,61,79,67,71,16,3,2,0,7.7,6.88,0
0,308,5,4,21,1,55,97,79,59,0,0,3,1,4.21,7.72,2
2,51,7,2,20,0,32,45,90,43,9,0,1,1,8.41,5.91,2
5,318,5,1,22,1,36,43,57,99,0,3,0,0,5.41,4.65,0
10,968,3,0,18,0,45,91,99,94,10,4,2,1,6.58,8.04,1
13,180,6,3,20,0,82,36,60,73,13,2,1,0,8.1,5.94,2
2,568,2,2,21,0,33,85,86,87,19,3,1,1,4.96,6.98,0
9,119,3,3,21,1,74,43,39,95,3,4,3,0,8.97,5.07,0
0,819,1,5,18,0,61,71,41,77,8,3,2,1,4.75,5.6,0
12,874,3,3,21,0,87,99,36,59,19,3,1,1,8.47,7.02,0
3,42,8,3,18,1,42,91,57,86,7,3,2,0,6.19,6.27,0
5,646,8,5,22,0,51,72,49,90,14,3,0,0,4.9,5.65,0
4,884,5,5,18,1,73,86,94,97,0,3,0,0,8.78,8.53,1
6,937,3,2,19,1,73,60,56,67,18,4,1,1,8.03,6.23,0
2,259,3,1,21,1,59,80,45,78,15,0,0,0,5.26,5.97,2
1,196,2,5,21,1,52,96,65,64,11,2,3,0,7.66,7.04,2
11,644,5,2,20,1,41,30,99,50,16,2,2,1,4.86,6.09,2
3,970,4,3,19,1,43,73,39,89,0,4,0,0,9.37,5.04,0
2,254,4,3,20,1,65,79,73,47,18,4,0,1,7.02,7.24,0
2,731,5,0,18,0,74,89,48,73,19,3,2,0,4.83,6.81,0
8,335,4,4,22,0,53,32,94,66,13,0,3,0,4.36,6.31,2
10,552,1,5,21,0,32,83,91,83,5,0,2,0,7.46,7.09,2
8,501,4,2,22,0,80,31,62,61,18,1,1,0,7.55,5.81,2
3,989,8,0,18,0,84,58,66,47,18,0,2,1,9.38,6.9,2
7,899,1,2,18,0,67,45,42,72,18,3,3,0,6.73,5.04,0
12,254,5,1,19,0,49,88,66,78,11,1,2,1,5.87,6.75,2
8,513,4,0,20,0,31,40,48,48,12,4,3,0,7.91,4.05,0
1,706,4,2,21,1,55,53,95,93,5,3,3,0,8.41,7.04,0
5,241,6,5,21,0,31,61,59,61,16,1,0,1,7.78,5.12,0
4,148,7,2,22,0,96,83,61,48,0,3,2,0,8.09,7.81,0
10,709,1,4,19,1,71,85,62,70,10,4,3,1,7.81,7.16,0
0,298,1,3,18,1,69,72,69,73,4,1,2,1,4.96,6.99,2
4,756,3,3,19,1,38,82,44,43,6,3,0,1,8.46,5.36,0
4,849,2,0,21,0,31,30,99,85,0,2,1,1,7.44,5.79,2
0,619,8,2,20,1,57,90,67,53,14,4,2,1,6.15,7.09,0
8,452,4,2,22,1,32,63,37,98,17,1,3,1,7.65,4.33,0
3,392,6,2,18,1,45,90,68,47,10,2,3,0,8.66,6.77,2
0,211,2,2,18,1,33,90,89,92,0,2,0,0,8.74,7.25,2
12,667,7,4,18,0,52,37,89,80,18,1,1,1,5.84,6.23,2
12,537,7,5,20,1,35,83,85,74,1,0,3,0,4.65,6.94,2
13,593,8,4,21,0,84,82,47,61,9,0,1,0,5.23,6.86,2
9,594,6,4,21,1,37,49,77,93,11,3,3,0,7.34,5.66,0
7,130,2,4,19,1,93,75,50,90,6,1,3,1,6.84,7.04,2
5,328,8,3,19,1,96,60,85,45,12,1,1,0,6.72,8.08,2
11,611,8,4,21,0,70,55,41,72,1,2,3,0,5.67,5.39,0
8,255,8,2,18,1,69,92,35,92,18,2,1,0,4.42,6.23,2
10,478,8,4,20,0,56,49,60,57,19,2,0,1,5.66,5.55,2
7,560,4,2,21,1,68,51,90,47,5,4,1,1,7.81,7.17,0
0,912,7,0,20,0,82,86,97,46,6,0,0,0,7.42,8.92,2
9,62,8,5,22,0,69,86,86,71,1,3,1,0,5.52,8.09,0
11,310,6,3,18,1,81,55,90,46,16,3,0,0,8.25,7.68,0
10,406,1,5,22,1,66,46,46,49,1,1,1,1,9.27,5.2,0
5,801,3,0,21,1,96,56,58,75,17,2,0,1,5.39,6.88,2
6,104,6,5,19,0,48,96,96,89,8,1,2,1,8.33,8.16,1
5,616,5,3,21,1,63,85,88,90,10,0,3,0,8.33,7.96,1
8,836,7,2,22,0,95,53,32,70,13,4,2,0,6.94,5.72,0
0,14,8,0,20,0,39,54,56,70,4,0,0,0,4.06,5.03,0
6,686,7,0,21,0,81,39,30,49,0,1,1,0,5.62,4.8,0
7,258,8,2,19,0,71,65,33,59,19,2,2,0,4.22,5.4,0
3,722,4,2,22,0,89,74,33,90,1,1,2,0,6.25,6.21,2
7,411,4,3,21,0,31,46,62,74,10,2,0,1,7.13,4.79,0
7,258,5,4,22,0,30,87,40,68,13,2,0,0,6.41,5.11,0
5,613,7,1,22,1,79,52,86,69,4,1,0,0,7.82,7.37,2
3,259,8,4,18,1,65,37,55,88,0,4,0,1,5.29,5.26,0
3,855,2,4,20,0,51,79,55,70,9,1,0,1,4.43,6.1,2
8,670,3,5,18,1,65,45,83,72,17,0,2,0,4.93,6.62,2
10,44,2,1,22,1,32,72,56,95,18,0,0,1,5.47,5.36,0
11,954,5,2,19,0,73,75,83,79,4,3,1,0,5.34,7.76,1
2,812,5,4,19,1,45,78,31,88,8,0,0,0,6.82,4.93,0
4,762,3,3,18,0,40,44,38,43,12,0,3,1,8.94,4.04,0
10,330,5,4,19,0,39,78,93,73,12,1,3,1,5.96,7.23,2
4,164,5,2,22,1,80,50,94,56,3,1,3,0,4.46,7.66,2
5,192,7,4,21,0,71,35,50,73,15,4,1,1,8.51,5.18,0
2,520,6,0,22,0,54,84,55,71,3,0,2,0,4.09,6.34,2
11,400,8,5,21,1,35,44,44,72,10,4,3,1,6.84,4.13,0
2,373,7,5,19,1,73,40,72,76,3,4,2,1,8.45,6.27,0
8,64,3,4,20,0,37,68,68,70,1,0,3,0,7.12,5.87,2
7,386,4,5,20,1,63,80,45,65,16,1,0,1,9.12,6.09,2
5,494,2,3,22,0,70,66,64,70,11,2,2,0,4.16,6.64,2
3,793,4,1,22,1,30,78,52,70,11,2,2,1,9.18,5.32,0
12,692,4,4,19,1,32,86,41,67,7,2,1,1,8.12,5.18,0
5,414,6,3,20,1,81,94,85,77,9,4,2,1,5.8,8.65,1
4,793,2,0,20,0,72,46,81,83,19,2,0,1,7.45,6.78,2
6,790,4,3,22,1,76,92,48,95,18,3,2,0,7.09,6.96,0
11,29,8,3,20,0,48,43,91,49,16,3,3,0,9.01,6.37,0
2,265,3,0,22,0,99,67,37,47,3,4,2,0,6.27,6.46,0
11,327,2,2,18,0,76,54,40,85,12,1,1,0,4.55,5.5,0
10,491,1,4,20,1,34,66,72,75,12,0,1,1,4.38,5.88,2
8,216,6,4,21,1,93,85,98,58,18,4,3,0,6.28,9.26,0
5,319,8,4,19,0,74,36,66,67,1,2,0,0,9.42,5.94,2
10,917,4,1,22,0,93,40,54,44,12,0,2,0,7.4,6.15,2
6,398,8,3,20,1,74,64,53,63,15,1,2,1,8.08,6.26,2
0,890,8,4,20,1,65,65,63,92,12,2,1,0,9.29,6.42,2
5,104,5,5,22,1,38,99,41,97,3,3,2,0,7.65,5.75,0
10,695,2,2,21,1,52,81,71,46,19,3,3,0,7.31,6.83,0
3,329,1,0,20,0,61,98,41,59,8,4,3,1,5.04,6.41,0
5,659,5,0,18,0,74,71,58,41,11,1,1,0,5.59,6.67,2
9,616,8,1,19,1,57,44,49,96,5,4,3,0,8.84,4.99,0
8,46,1,0,22,0,81,50,32,82,5,1,3,0,6.79,5.21,0
1,598,8,2,20,1,40,30,90,49,5,4,3,1,8.75,5.7,0
8,820,4,3,19,1,48,97,51,57,12,0,0,0,4.09,6.39,2
2,948,8,0,22,1,93,40,46,73,3,4,1,0,6.78,5.83,0
12,640,5,0,22,1,94,39,31,53,16,0,3,0,5.73,5.23,0
1,769,4,5,22,0,86,74,36,95,2,1,3,0,5.54,6.24,2
6,313,5,3,21,0,95,85,43,49,7,0,3,0,8.74,7.12,2
2,146,2,4,18,0,33,48,33,77,0,0,3,1,8.61,3.75,0
2,957,8,2,22,1,58,71,74,71,17,4,0,1,8.93,6.83,0
3,461,7,0,21,0,33,70,92,92,19,0,2,0,6.36,6.77,2
6,583,3,5,22,1,30,49,39,42,18,2,2,1,9.29,3.93,0
3,485,7,2,22,0,47,56,74,94,0,2,1,1,5.76,6.05,2
6,651,3,1,21,1,42,41,73,87,4,1,0,1,9.44,5.41,0
13,409,7,5,18,0,99,93,84,47,18,2,1,1,8.16,9.12,2
7,26,1,1,19,1,78,67,47,48,0,4,2,1,7.6,6.23,0
4,28,6,0,20,0,76,95,40,50,16,0,1,1,8.9,6.73,2
6,270,5,5,22,0,59,87,83,55,0,0,2,1,7.47,7.7,2
7,685,4,4,18,0,56,40,30,73,3,1,1,0,6.31,4.08,0
7,500,6,2,20,0,57,59,82,63,4,0,0,1,5.99,6.76,2
12,252,2,2,22,0,31,93,62,70,7,0,0,1,4.77,6.2,2
4,384,2,3,20,0,49,77,36,44,14,0,3,1,6.64,5.22,0
0,59,2,5,21,0,53,69,54,72,12,1,0,0,8.34,5.82,2
1,106,3,5,18,1,73,97,98,69,6,2,1,0,4.76,9.02,2
11,219,4,1,18,1,50,50,78,97,13,2,2,1,9.1,6.12,2
7,440,2,5,19,1,51,34,33,94,3,3,1,1,5.21,3.87,0
12,770,2,2,19,0,87,65,53,69,17,4,2,1,9.28,6.68,0
13,882,7,5,20,0,40,36,75,54,17,3,3,1,6.51,5.28,0
6,657,1,3,21,1,82,89,99,78,1,1,3,0,4.76,9.09,1
5,563,5,3,20,0,38,85,41,55,16,1,0,0,4.62,5.33,0
5,571,5,2,22,1,96,60,91,65,15,2,3,1,7.64,8.32,2
2,545,8,2,18,0,81,54,91,51,5,0,3,0,8.46,7.69,2
4,95,5,2,20,1,42,85,91,58,19,3,0,1,4.32,7.45,0
2,988,6,5,20,0,30,63,87,86,13,1,1,1,9.04,6.27,2
6,88,7,5,18,0,73,73,67,98,18,4,2,0,4.21,7.06,0
12,827,7,4,18,0,53,36,97,74,0,3,2,1,7.0,6.55,0
9,921,1,0,19,0,34,80,46,59,11,4,2,1,6.84,5.26,0
9,230,3,0,19,0,95,54,39,60,15,4,1,0,8.43,6.03,0
13,967,6,1,18,0,49,57,72,92,8,2,3,1,7.2,6.06,2
10,274,1,5,20,1,93,71,62,76,19,2,2,1,5.85,7.4,2
11,245,2,4,22,1,44,56,66,54,15,4,3,0,7.19,5.64,0
3,110,4,4,20,1,97,66,57,93,12,3,3,1,9.23,7.17,0
6,233,6,3,22,0,83,84,75,88,0,2,3,0,4.67,8.01,1
3,277,6,5,18,1,40,67,31,55,2,3,3,1,7.61,4.45,0
4,476,2,4,22,0,52,85,75,55,14,2,1,1,4.92,7.11,2
4,416,2,3,19,1,30,63,67,62,15,0,0,0,5.13,5.47,0
7,677,4,1,18,1,71,58,67,83,13,1,0,1,9.35,6.55,2
9,127,5,3,21,1,76,77,50,43,0,0,0,1,8.54,6.59,2
7,236,6,1,22,0,97,75,52,68,0,0,3,1,9.01,7.24,2
3,802,1,0,22,0,67,66,62,76,4,1,3,0,4.84,6.47,2
10,618,3,0,21,1,31,32,72,63,4,2,0,0,6.27,4.77,0
1,127,2,2,21,0,74,79,97,47,7,2,3,1,8.22,8.47,2
1,706,2,2,18,1,56,50,99,83,0,0,3,1,7.57,7.14,2
4,850,3,3,20,0,90,77,93,44,17,2,1,0,4.83,8.73,2
10,393,1,2,21,1,40,87,93,82,0,4,1,0,6.42,7.53,1
2,474,8,5,22,0,98,60,66,68,13,4,1,0,5.33,7.38,0
3,654,2,3,21,1,58,36,52,90,10,2,0,0,5.86,4.9,0
1,394,3,4,18,0,54,86,63,49,9,4,0,1,9.02,6.72,0
10,110,7,5,18,0,83,65,63,95,17,1,2,1,5.35,6.96,2
10,89,2,3,22,1,77,53,56,89,9,0,1,0,6.07,6.14,2
3,762,5,0,22,0,75,53,33,83,18,2,2,1,6.85,5.16,0
8,279,5,1,22,0,70,85,98,48,12,0,0,0,4.39,8.57,2
10,332,2,2,20,0,70,90,92,61,8,1,2,1,8.89,8.48,2
10,223,7,2,22,0,90,99,43,49,8,0,3,1,6.55,7.39,2
5,100,2,2,18,0,40,57,95,59,7,2,3,0,5.98,6.71,2
9,131,8,3,18,0,73,61,57,59,12,1,0,0,6.63,6.3,2
7,12,8,5,21,0,61,74,50,90,6,1,3,1,7.71,6.05,2
3,456,5,1,22,0,78,98,39,66,1,4,3,1,7.36,6.84,0
5,440,8,2,20,0,35,97,55,92,18,2,2,0,7.18,6.16,2
10,97,7,5,19,1,86,47,64,77,0,1,3,0,5.68,6.55,2
8,119,8,4,21,0,35,31,63,49,10,1,1,1,6.39,4.5,0
7,292,2,0,20,0,76,32,31,58,0,0,0,0,7.84,4.48,0
3,815,7,4,22,1,92,58,72,80,16,4,1,1,8.81,7.38,0
4,710,1,1,20,0,78,77,73,69,18,0,1,1,4.75,7.57,2
5,0,1,2,19,0,51,94,73,55,7,1,2,0,8.62,7.27,2
7,571,4,4,20,0,96,71,72,79,8,1,3,1,8.38,7.89,1
3,249,1,0,19,0,48,35,81,51,14,0,0,0,8.08,5.73,2
5,651,6,5,19,1,84,88,34,93,7,0,2,1,6.55,6.52,2
8,148,7,5,19,0,63,48,48,44,2,1,3,0,7.1,5.25,0
3,394,6,4,20,0,70,81,59,82,16,1,1,1,6.63,6.89,2
3,43,6,2,22,1,36,90,78,90,17,4,0,1,6.81,6.9,0
6,882,2,0,18,1,86,31,92,42,10,1,2,1,7.39,7.19,2
3,697,2,1,18,1,45,52,58,63,10,1,1,0,6.71,5.23,0
13,619,3,2,20,0,88,48,82,93,1,2,1,1,7.06,7.36,2
11,43,7,3,22,1,67,99,57,65,15,3,2,1,7.64,7.26,0
13,77,6,4,18,0,38,79,82,70,2,3,1,1,5.49,6.79,0
10,225,6,3,19,1,63,90,46,86,12,1,3,0,7.93,6.43,2
4,161,1,4,20,1,75,48,53,98,12,4,1,0,9.34,5.81,0
10,792,5,1,20,0,66,51,94,93,19,2,2,0,5.08,7.27,2
8,252,7,2,21,1,72,32,65,91,19,1,3,1,9.05,5.72,2
13,131,5,0,21,0,76,34,61,42,18,2,2,1,6.33,5.74,2
7,447,7,2,21,1,35,96,98,93,16,0,3,1,9.04,7.85,1
12,883,7,4,22,1,67,89,55,40,19,4,1,0,6.31,6.88,0
11,886,4,5,20,0,90,68,85,50,17,3,2,0,7.93,8.14,0
2,473,3,3,21,0,33,57,96,84,13,2,1,1,7.07,6.54,2
12,655,5,0,20,1,34,30,62,44,1,1,3,1,8.12,4.4,0
11,777,4,0,19,0,99,51,68,46,15,0,0,1,7.86,7.22,2
9,108,1,2,21,1,89,74,87,72,7,4,3,0,9.27,8.37,0
9,705,3,2,20,0,85,80,41,52,9,2,1,0,5.59,6.59,2
3,34,3,4,22,1,88,80,72,81,15,0,2,0,9.12,7.92,1
10,466,6,5,22,0,36,57,42,70,6,2,3,1,5.39,4.47,0
11,901,7,3,22,1,97,59,34,99,5,2,2,1,8.33,6.04,2
2,274,8,5,21,1,60,37,74,91,3,2,1,1,6.69,5.87,2
11,186,7,0,22,1,77,70,34,89,2,4,1,0,4.4,5.77,0
4,948,2,5,18,1,71,54,52,52,10,4,1,0,4.19,5.83,0
12,242,7,4,19,0,59,88,64,40,9,3,3,0,6.86,6.97,0
4,263,7,5,20,0,80,63,83,88,13,2,0,1,4.19,7.61,1
2,973,7,3,18,0,64,68,78,83,4,0,2,0,9.21,7.08,2
11,521,6,0,21,1,91,75,99,94,1,1,0,1,4.91,8.94,1
5,962,1,1,20,1,80,67,66,77,12,2,2,0,6.67,7.05,2
6,677,7,0,20,1,79,62,51,78,17,3,0,0,6.08,6.27,0
10,540,8,1,22,0,59,51,37,72,2,4,3,0,6.88,4.78,0
4,782,6,3,20,0,48,56,86,81,10,3,3,1,5.15,6.56,0
4,86,8,0,20,0,79,92,89,99,5,3,1,1,8.76,8.69,1
1,534,3,0,19,0,83,56,84,74,2,2,0,0,4.07,7.53,2
11,209,6,0,21,1,33,50,63,78,0,2,3,0,7.14,5.01,0
10,45,7,0,18,1,41,82,70,81,5,0,1,1,5.91,6.49,2
4,466,4,4,22,1,44,64,57,81,5,0,2,0,5.18,5.52,2
13,539,6,2,19,1,44,76,60,48,7,3,1,1,5.17,6.0,0
8,25,5,0,18,0,39,79,50,45,2,0,2,0,5.01,5.54,2
6,265,1,4,18,1,90,39,80,95,12,0,2,1,7.31,7.07,2
6,174,1,3,19,0,48,57,65,80,16,1,1,1,8.9,5.75,2
11,515,3,0,22,0,82,66,55,94,13,0,3,1,6.19,6.64,2
9,310,6,5,21,1,86,70,48,48,2,3,2,1,4.91,6.6,0
1,321,8,0,19,0,38,90,35,66,3,2,2,0,4.29,5.24,0
4,578,8,0,19,0,58,80,77,81,2,4,2,1,8.5,7.22,0
1,134,3,1,19,1,36,37,44,68,14,2,0,0,5.22,3.95,0
9,54,3,5,22,0,46,87,78,43,10,3,0,1,8.04,7.11,0
2,975,4,0,19,1,45,90,47,64,1,4,2,0,6.91,5.93,0
2,542,2,0,19,0,67,62,94,55,12,1,0,0,7.5,7.63,2
12,585,3,0,20,0,76,48,51,96,15,3,0,1,7.17,5.76,0
11,530,2,4,20,0,39,59,89,73,5,3,3,0,9.24,6.5,0
9,155,8,3,20,0,53,43,65,50,14,3,1,1,4.56,5.48,0
0,848,2,1,20,0,79,65,39,48,3,2,1,1,7.62,5.88,2
12,667,1,0,19,1,97,36,49,74,14,4,3,0,4.63,5.95,0
0,146,8,3,20,0,72,63,99,66,16,1,2,1,5.07,8.01,2
11,484,5,1,18,0,66,79,90,78,11,0,1,1,7.71,7.95,1
3,598,8,1,21,0,74,61,88,84,1,4,2,1,7.4,7.57,1
10,19,5,1,20,0,83,71,51,98,4,3,2,0,6.67,6.66,0
1,268,6,0,22,1,72,62,97,84,11,3,3,1,8.25,7.9,1
1,332,4,4,21,0,97,43,33,99,8,3,1,1,7.81,5.52,0
10,554,4,0,18,0,66,57,58,90,9,3,3,0,4.32,6.01,0
10,906,5,0,21,0,70,68,87,67,17,1,1,1,7.6,7.62,2
2,943,6,3,21,1,30,60,87,82,4,2,3,0,6.13,6.18,2
0,910,8,2,18,0,45,53,83,44,0,4,1,0,6.59,6.26,0
10,400,7,2,20,0,66,33,57,55,1,1,2,1,6.88,5.25,0
13,949,5,2,18,0,66,38,68,67,2,1,2,0,5.84,5.84,2
7,305,8,3,22,1,36,99,86,41,7,1,3,0,6.46,7.49,2
10,27,6,5,18,0,69,53,93,81,11,1,0,0,7.09,7.38,2
4,466,6,3,19,0,80,94,59,49,9,1,2,0,4.32,7.58,2
4,259,6,1,19,0,93,46,79,58,18,1,1,0,7.15,7.33,2
4,533,6,0,21,1,51,66,83,97,11,1,2,0,5.91,6.83,2
2,981,1,5,20,0,72,79,52,59,3,2,1,0,7.15,6.61,2
6,886,8,1,20,0,91,74,47,97,3,2,1,0,6.45,6.83,2
9,100,1,0,19,0,83,49,83,99,3,1,3,0,5.01,7.28,2
13,550,5,0,22,0,56,88,57,99,8,3,2,1,4.6,6.6,0
5,801,6,1,18,1,58,88,37,77,19,0,3,1,8.81,5.86,2
6,352,3,3,18,1,45,40,61,98,2,1,1,0,6.17,4.99,0
0,299,6,2,18,1,40,84,35,93,17,4,3,0,7.39,5.12,0
13,681,3,5,22,0,50,94,69,87,0,4,2,1,4.47,7.08,0
12,295,1,0,22,1,38,87,80,84,6,1,3,1,6.26,6.95,2
0,352,6,4,18,0,56,73,76,90,7,2,1,1,7.89,6.91,2
13,907,2,0,18,0,52,43,99,74,6,4,2,0,9.33,6.81,0
7,129,5,2,22,0,80,81,97,80,11,2,3,1,7.05,8.71,1
13,155,6,0,18,1,32,63,36,49,2,0,0,1,4.96,4.29,0
13,73,4,4,22,1,45,92,56,87,3,3,2,0,4.07,6.35,0
6,341,3,3,21,0,37,56,95,89,4,2,1,0,5.95,6.59,2
13,464,7,0,19,0,71,41,83,75,0,4,3,0,6.23,6.68,0
1,89,7,5,19,1,64,67,43,92,9,0,1,0,6.74,5.65,2
6,578,6,3,22,1,77,85,51,95,2,3,3,0,4.02,6.9,0
3,454,8,4,18,0,83,94,98,95,5,2,3,0,7.98,9.23,1
11,747,2,1,19,1,65,69,85,93,2,3,2,1,7.6,7.42,0
12,711,3,0,20,0,35,50,89,55,4,0,3,1,4.1,6.11,2
12,979,2,3,18,1,41,61,80,89,19,0,1,1,5.83,6.26,2
1,331,7,0,22,1,88,41,45,65,1,1,0,0,6.02,5.67,2
10,738,5,5,20,1,94,55,35,70,19,1,3,1,5.56,5.87,2
9,976,7,0,22,0,79,65,30,81,19,2,2,0,5.63,5.52,2
11,347,5,3,18,0,72,45,41,40,10,4,0,1,6.38,5.15,0
0,232,5,2,21,0,72,63,53,62,18,1,0,1,7.86,6.17,2
9,777,1,3,21,0,78,53,72,81,5,2,2,0,7.72,6.81,2
11,597,7,4,21,1,84,68,63,88,0,3,0,1,6.26,7.08,0
7,101,8,3,18,0,79,93,86,66,18,0,3,0,7.42,8.6,2
7,952,7,5,18,1,50,58,50,58,19,1,1,0,4.38,5.24,0
8,480,2,3,20,0,42,60,69,55,9,2,3,1,8.23,5.82,2
10,213,6,3,18,0,71,92,62,96,11,0,3,1,6.43,7.37,2
6,107,4,5,18,0,44,72,62,77,15,3,0,0,4.49,5.96,0
5,164,4,3,20,1,79,48,57,47,4,1,1,0,6.06,6.09,2
7,972,8,5,20,1,30,39,94,55,3,1,0,0,7.9,5.83,2
0,602,5,4,22,1,80,85,75,51,1,3,2,1,4.68,7.95,0
3,703,8,5,19,0,63,89,62,48,4,4,3,1,8.48,7.04,0
4,334,4,4,19,0,71,72,98,87,13,2,1,0,7.9,8.21,1
8,85,8,4,22,1,91,77,95,46,13,3,0,1,4.46,8.84,0
4,733,3,5,21,1,61,69,65,79,12,0,1,1,9.38,6.5,2
12,874,2,3,18,1,90,63,83,91,17,0,2,0,9.19,7.91,1
10,423,2,0,20,1,83,30,79,76,16,4,3,1,4.73,6.55,0
13,612,8,2,20,0,87,48,80,62,12,3,1,1,5.12,7.25,0
5,737,2,0,21,0,53,30,81,80,16,2,1,0,5.91,5.73,2
12,363,3,5,20,0,56,54,50,47,15,3,1,0,9.44,5.3,0
11,59,6,3,21,0,50,97,59,62,3,4,0,1,7.88,6.77,0
12,481,1,4,22,0,47,57,44,59,15,1,0,0,9.03,4.88,0
2,249,3,1,21,1,84,74,38,87,3,3,1,1,5.52,6.26,0
10,559,2,2,19,1,97,53,61,50,5,4,2,0,8.79,6.94,0
7,116,2,0,21,0,76,73,52,40,15,4,1,0,4.61,6.55,0
3,738,7,3,22,1,83,31,56,88,9,1,3,0,9.48,5.66,2
5,873,2,2,21,0,47,52,71,83,6,4,3,0,4.59,5.81,0
4,914,6,1,22,0,93,91,37,44,1,2,3,1,6.4,7.0,2
8,967,4,1,19,1,78,44,40,53,9,4,1,1,8.51,5.26,0
7,998,1,1,18,1,64,61,50,46,15,1,0,1,8.68,5.75,2
0,544,3,0,22,0,68,33,73,98,7,3,1,1,8.75,5.95,0
7,43,8,5,18,0,87,60,68,99,8,4,1,0,5.58,7.13,0
8,508,2,2,22,1,86,88,62,63,12,4,3,0,7.63,7.7,0
8,987,7,5,21,1,35,30,96,78,19,2,2,1,5.16,5.79,2
2,164,7,1,18,0,49,98,84,43,7,1,2,0,6.72,7.77,2
6,367,5,3,22,1,79,43,42,86,13,1,3,0,8.66,5.34,0
7,856,1,1,22,0,38,52,65,66,9,1,1,1,6.26,5.3,0
12,291,7,5,18,0,43,45,55,46,8,1,1,1,4.6,4.84,0
7,848,5,1,22,1,52,38,67,93,1,1,3,1,4.13,5.38,0
10,855,1,1,18,1,77,60,52,63,11,0,2,0,8.95,6.19,2
10,916,2,5,19,0,85,90,37,48,15,3,2,1,4.68,6.73,0
13,897,1,5,20,1,69,74,43,40,0,4,3,1,8.82,6.01,0
2,798,1,3,19,1,98,36,53,73,12,4,1,1,4.52,6.14,0
9,875,8,5,18,1,68,86,69,79,14,4,1,1,5.33,7.38,0
9,736,2,3,21,1,72,93,54,70,9,2,1,0,8.01,7.11,2
13,285,6,4,21,1,60,31,54,78,14,1,0,0,4.96,4.89,0
11,203,7,4,20,0,99,35,46,62,19,3,2,0,8.86,5.86,0
9,683,5,5,18,1,32,90,33,42,5,4,2,0,5.24,4.98,0
10,523,8,1,22,1,33,63,70,78,16,1,0,1,6.02,5.68,2
13,818,8,2,19,1,56,46,89,59,2,1,2,1,8.77,6.62,2
1,120,6,1,19,0,56,55,72,97,1,1,3,0,5.89,6.21,2
6,944,5,5,20,0,76,49,83,87,14,2,0,0,7.24,7.07,2
6,755,4,3,20,0,89,70,81,65,7,3,2,0,5.78,8.01,0
12,663,7,1,20,1,65,87,50,73,15,4,1,0,6.63,6.56,0
7,663,5,4,20,0,75,83,53,71,11,0,3,1,6.59,6.86,2
12,187,5,0,20,1,90,58,66,72,18,2,0,1,6.62,7.08,2
13,906,1,5,20,1,71,77,73,79,11,2,0,0,6.02,7.36,2
3,12,4,1,22,0,36,51,34,44,12,0,1,1,7.97,3.97,0
7,602,2,0,22,0,59,34,90,49,0,2,0,0,5.89,6.39,2
1,199,2,1,19,0,79,81,73,75,12,4,2,1,4.75,7.72,1
1,585,3,3,19,0,76,30,35,69,3,3,0,1,7.29,4.58,0
12,767,4,3,20,1,69,74,32,48,18,3,1,0,5.53,5.57,0
4,455,1,3,19,0,34,69,94,85,12,4,0,1,4.21,6.85,0
7,447,3,0,20,1,99,93,60,71,15,4,3,0,4.25,8.16,0
5,787,3,2,22,0,87,40,84,60,7,3,3,0,6.68,7.17,0
1,839,2,0,21,0,73,81,74,81,7,4,2,0,9.33,7.58,1
6,840,5,5,22,0,61,36,84,89,18,2,1,1,4.43,6.27,2
3,70,1,5,18,1,69,80,89,96,7,3,0,1,5.82,8.03,1
6,589,8,4,22,0,86,50,60,65,8,0,0,0,4.22,6.48,2
2,795,8,4,18,1,40,68,68,62,16,0,3,1,7.47,5.96,2
11,129,4,5,19,1,69,73,77,48,0,4,1,0,7.18,7.34,0
4,888,3,1,22,1,76,86,56,44,11,0,1,1,5.56,7.1,2
2,42,1,5,21,1,31,70,45,94,19,0,3,0,8.18,4.83,0
4,519,2,2,22,1,81,68,81,47,0,3,2,0,4.16,7.71,0
6,12,3,4,22,1,78,49,33,83,8,2,0,0,4.69,5.13,0
10,724,3,4,22,1,88,51,71,91,17,1,3,0,4.32,7.01,2
3,622,6,0,20,1,67,58,83,95,19,0,1,1,5.86,7.07,2
6,987,2,4,22,1,45,75,38,94,19,4,2,0,6.78,5.12,0
10,802,8,5,22,0,56,97,54,90,9,1,3,0,5.59,6.75,2
12,534,6,4,21,0,57,32,87,85,11,0,1,0,5.73,6.15,2
8,301,2,4,18,0,95,34,47,82,4,2,0,1,7.16,5.75,2
7,765,2,0,18,1,74,85,73,50,18,0,0,0,5.33,7.69,2
6,526,6,5,21,1,62,96,78,95,6,4,2,0,5.53,7.86,1
10,641,8,1,19,0,89,61,73,75,16,2,2,0,8.96,7.42,2
13,572,7,4,22,0,79,70,67,57,0,4,1,1,8.0,7.15,0
0,114,1,4,19,1,75,58,94,70,18,4,0,1,6.78,7.75,0
5,459,1,4,21,0,64,95,39,80,16,4,0,1,7.87,6.33,0
2,831,7,2,19,1,70,40,92,47,0,4,0,1,6.43,6.98,0
7,504,1,5,18,0,87,88,75,75,15,4,2,0,9.02,8.25,1
5,307,5,4,20,1,84,33,31,90,18,2,2,0,4.97,4.75,0
